10000
plaque;marque;modele;millesime;kilometrage;categorie;prix;gearbox
ABP-166;Maserati;Swift;2006;39878;B;71338;0
LRQ-901;Jeep;C1;2017;286681;B;68744;0
NWS-770;Maserati;Rifter;2019;84347;B;68916;1
AGH-963;Jeep;500C;2006;222870;B;75688;0
IJG-169;Suzuki;Polo;2018;221207;A;88051;0
ELM-754;Lexus;T-ROC;2018;280739;A;86358;0
XUN-366;Suzuki;Juke;2017;63713;B;143556;1
RXJ-635;_Peugeot;595;2007;103996;C;176067;0
BPH-641;Mazda;Viva;2009;186432;A;48806;1
USA-801;Maserati;i20;2015;274166;B;69657;1
OOK-385;Bentley;3_Series;2006;237764;A;90715;0
CKA-208;Subaru;X1;2014;267450;A;61695;1
WOM-410;Bentley;Zoe;2008;251742;B;45051;1
DRE-209;Volkswagen;GS;2016;298240;A;52610;0
VTP-381;Subaru;Astra;2007;134732;C;164893;1
DLT-515;Aston_Martin;forfour;2009;271214;C;171719;1
EQU-714;Koenigsegg;Captur;2015;138326;B;51253;1
RGJ-051;Infiniti;Jazz;2013;183104;C;29278;0
CSS-491;Ferrari;Galaxy;2006;129786;C;56182;1
IJM-939;Infiniti;XC40;2019;121329;A;161019;0
JRX-290;_General_Motors;5008_SUV;2014;23568;C;109872;1
KEG-814;Infiniti;Insignia_Country_Tourer;2016;170828;C;24781;1
OKE-296;Tata_Motors;CR-V;2013;230075;C;159582;0
FSZ-283;Mazda;Astra;2012;18026;B;90223;0
OVV-145;Koenigsegg;C5_Aircross;2007;156868;A;164397;1
IVR-282;Toyota;Vito;2011;205041;B;68717;0
KYS-172;Dodge;Grand_Tourneo_Connect;2011;36273;C;41137;0
IQN-055;BMW;ix20;2008;196294;C;176901;0
FJW-959;Dodge;DS_7_Crossback;2011;84850;A;187951;1
BBO-933;Koenigsegg;Panda;2005;135884;A;163512;1
ASO-391;Tata_Motors;C4_Cactus;2014;29892;B;113383;1
UPQ-884;Maserati;i20;2007;114655;C;125451;1
CRK-370;_Peugeot;308;2013;23211;B;144964;1
CVT-763;BMW;Caddy;2007;94041;B;155223;1
BSX-755;Volkswagen;SpaceTourer;2005;156596;A;137615;0
UBC-678;Dodge;fortwo;2014;126387;C;163187;1
VVB-075;Renault;Renegade;2014;46951;A;63408;1
KOZ-504;Koenigsegg;Rio;2012;287582;B;154274;1
CVQ-363;BMW;Juke;2019;33780;B;195474;0
OKM-196;Ferrari;Tarraco;2010;110934;A;175100;0
ZPX-698;Subaru;Mokka_X;2005;233235;B;125103;0
PRV-179;Renault;308;2009;72389;A;118632;1
ITO-120;Volkswagen;Tourneo_Connect;2009;36162;C;152339;1
CQQ-837;Subaru;Eclipse_Cross;2007;289274;A;174831;0
AYS-713;Koenigsegg;Focus;2009;115137;C;126585;1
ILI-018;Aston_Martin;IONIQ;2005;27398;B;171936;0
BVD-381;Bentley;Swift;2005;125125;C;110050;0
SRM-859;BMW;Astra;2009;193476;C;169317;1
FAN-656;Volkswagen;Mirage;2016;282038;B;68044;1
MHK-073;Ferrari;Tiguan;2005;19916;A;84051;0
WZE-356;Mazda;Polo;2007;153077;C;91438;0
YIH-984;_General_Motors;Niro;2006;118717;A;64645;0
WOD-969;Toyota;108;2016;7376;B;112826;0
FMH-915;Aston_Martin;500C;2010;275759;B;41579;1
QMK-637;Infiniti;Mii;2006;299570;C;159172;0
QLU-649;Koenigsegg;1_Series;2008;132476;C;75581;0
KVY-760;Dodge;Grand_Scenic;2005;8067;A;195003;1
GUS-876;BMW;Citigo;2012;230457;B;25801;1
PEB-062;_General_Motors;Golf_SV;2006;295921;A;136425;1
FLB-703;Toyota;Kadjar;2014;73694;B;66307;1
PAO-525;Dodge;forfour;2007;37281;B;107510;0
TGT-736;Tata_Motors;Astra;2016;86797;B;110565;1
UNC-214;Dodge;308_SW;2007;274107;A;131856;1
BLD-948;_Kia;Captur;2019;94126;C;134831;1
YZC-967;Toyota;Mokka_X;2012;116369;C;163346;1
KIU-756;_Peugeot;Golf_SV;2005;153421;B;107610;0
WKL-411;Renault;MG3;2011;105655;C;111411;1
HCI-359;Bentley;Tipo;2008;100129;C;128609;1
WVA-811;Maserati;A1;2011;182171;A;117341;1
JJJ-292;Maserati;C3;2010;203252;A;131845;0
CRF-058;Dodge;GS;2014;66300;C;89430;1
KWK-497;Subaru;forfour;2012;35166;B;33839;0
HJM-852;Lexus;Picanto;2009;89958;A;140996;1
XLI-140;Lexus;500C;2010;194999;A;144048;0
XJO-402;Renault;Ignis;2016;289154;A;106584;1
LZN-024;Aston_Martin;Optima;2016;256746;C;35962;0
CUR-113;_Peugeot;forfour;2009;121259;B;57877;1
NNL-829;Renault;Grand_C-MAX;2009;118975;A;43530;0
JOP-954;Infiniti;500;2017;51125;A;87120;1
ECQ-601;BMW;XC40;2009;67556;C;158843;1
RBJ-132;Renault;Grand_Tourneo_Connect;2010;56321;A;77092;0
NFR-393;Bentley;IONIQ;2007;11991;C;33221;0
KFE-993;Suzuki;Giulia;2018;26860;C;37926;1
MHD-391;Suzuki;Stonic;2006;221559;B;130150;1
KIK-690;BMW;T-ROC;2016;243960;C;157317;1
SHV-635;Jeep;Captur;2013;290577;A;54708;1
EIJ-706;Mazda;Grand_Tourneo_Connect;2005;196937;C;126908;1
YZY-124;_General_Motors;Giulia;2018;2266;C;120423;1
SQP-068;Mazda;Rifter;2017;42038;A;128901;1
CGV-241;Mazda;S-Cross;2017;163760;B;50711;1
NJF-598;Tata_Motors;Mini_Countryman;2016;126567;C;178187;0
TBD-610;Renault;Mini_Countryman;2018;66978;C;43331;1
KXN-926;Ferrari;ADAM;2013;46333;C;111531;1
ISH-079;Subaru;ceed;2016;244688;C;37503;0
EVV-050;Maserati;Juke;2011;271566;A;156616;0
LCZ-751;Suzuki;Caddy;2019;161705;B;99629;1
VVM-379;Bentley;Superb;2017;197538;B;24970;0
JMY-735;_Peugeot;Doblo;2012;256803;B;79767;0
YXW-424;Jeep;ix20;2018;281820;A;69103;1
HPC-788;Maserati;Jazz;2005;214046;C;67292;0
MTS-171;_Kia;Picanto;2006;184143;A;135352;1
WPC-201;Renault;up!;2011;43351;A;75397;0
HWN-337;Koenigsegg;Micra;2018;123030;C;115264;1
QJQ-317;Dodge;Ignis;2013;177261;C;20358;0
HMS-902;Infiniti;A3;2010;200963;B;139547;0
NHB-480;Infiniti;B-Class;2019;148961;C;182743;0
JYQ-729;Renault;X2;2014;285451;B;69875;0
IEG-580;Maserati;Duster;2008;267292;B;163950;0
HCM-844;Maserati;Citigo;2014;123040;C;25100;0
OPT-446;Volkswagen;Optima;2005;33039;A;132790;0
EAN-480;Tata_Motors;Mazda2;2008;34890;A;24660;1
OBS-068;Subaru;Ateca;2009;249479;B;62986;1
ASD-977;Maserati;Sharan;2014;229180;B;23226;0
TAZ-214;_Kia;fortwo;2019;34245;B;108789;1
CHV-300;Subaru;Mazda2;2011;123732;C;176882;1
VFJ-895;Dodge;Astra;2009;13722;C;132103;0
LHM-983;Bentley;Fabia;2009;42381;A;117376;0
ZXC-813;Volkswagen;Qashqai;2005;71286;A;140819;1
ZDD-633;Maserati;C3;2012;260705;A;127251;1
HRA-727;Dodge;MG3;2012;94850;B;114240;1
MIW-280;Bentley;CLA;2019;113759;A;81703;0
HIN-224;Tata_Motors;Golf;2011;297103;A;34087;1
AWR-906;Tata_Motors;3008_SUV;2011;88727;B;25093;0
XRT-704;Maserati;Touran;2018;209758;C;137179;0
ORH-110;Jeep;Superb;2011;78065;A;112492;0
MOK-771;BMW;Mazda6;2014;188068;A;57687;0
POK-361;Tata_Motors;Koleos;2013;214694;B;129733;1
KXL-331;_Peugeot;A3;2012;227958;B;124281;1
ECK-489;BMW;i10;2006;241012;C;45827;1
LZX-663;Maserati;Vitara;2011;59061;A;139007;1
GVL-562;Jeep;Tourneo_Courier;2015;184162;C;162749;1
ZCJ-297;Dodge;Leon;2014;137668;A;118759;1
DTO-360;_General_Motors;Mazda6;2005;2458;C;62927;1
OZB-948;_Kia;T-ROC;2018;232013;A;17645;1
MEU-556;Volkswagen;i20;2007;240004;B;154869;0
VES-188;Renault;3008_SUV;2006;62248;A;33801;0
SMP-191;BMW;X2;2019;129635;B;43629;0
UYJ-603;Koenigsegg;308_SW;2007;263571;A;190494;1
EIL-446;Volkswagen;up!;2017;106490;B;24064;1
PSC-227;Koenigsegg;Outlander;2011;224578;C;147584;1
OLW-448;Lexus;Vitara;2008;247105;A;16080;0
UHJ-756;_Peugeot;Megane;2013;173601;C;60665;1
CVN-622;_Kia;Tiguan;2014;253050;A;112315;0
HUQ-394;Subaru;Karoq;2014;35324;B;21470;0
NJF-566;Tata_Motors;i800;2019;105782;A;109959;0
YHQ-731;Jeep;Giulia;2014;191680;B;99342;1
DFV-589;Subaru;MX-5;2019;295479;A;69664;0
AIR-052;Maserati;Soul;2017;102095;C;89874;1
JKD-864;Toyota;Grandland_X;2019;4255;C;105736;1
FGS-255;Tata_Motors;Zoe;2008;66325;B;158024;1
KFX-553;Volkswagen;Fabia;2015;56816;C;63061;1
EKM-415;_Kia;Grand_Scenic;2012;144695;B;94278;1
YYD-937;Ferrari;Focus;2009;213163;B;152471;1
BNV-943;Infiniti;Astra;2007;175731;B;128699;0
EAZ-623;Jeep;C-MAX;2008;153666;C;147485;0
OJI-573;Aston_Martin;Sportage;2019;129766;B;188918;0
WWX-610;Suzuki;ceed;2012;148887;A;156643;1
EST-611;Volkswagen;ADAM;2016;111741;B;84409;1
KKX-735;Tata_Motors;Doblo;2016;167689;A;111857;1
XRP-430;Aston_Martin;Q2;2016;296538;A;185616;1
RLA-347;Bentley;Combo_Life;2013;132290;A;154514;0
AYQ-935;Mazda;Mini;2011;259315;B;177741;0
EOS-842;Bentley;Grand_Tourneo_Connect;2014;223030;A;77234;1
HNI-317;Tata_Motors;Traveller;2012;222944;C;175293;0
QJG-539;Suzuki;ix20;2019;210269;C;95531;0
NEO-208;Volkswagen;Tucson;2005;252244;C;19711;0
YMK-500;Infiniti;B-Class;2010;148930;C;89789;0
XQX-552;Maserati;CX-5;2011;66374;B;28622;1
BSL-151;Aston_Martin;Tiguan_Allspace;2007;69859;B;54265;1
NOP-560;Infiniti;Insignia_Country_Tourer;2011;125852;B;36581;0
QLZ-449;Subaru;Ibiza;2005;257265;B;96080;1
YIV-585;_Peugeot;XC40;2011;247772;C;88353;0
EMZ-086;Volkswagen;Compass;2006;194151;C;38374;1
DWA-903;Lexus;Rio;2010;136955;B;87063;1
ELZ-570;Suzuki;Stonic;2019;3770;C;23098;1
PXZ-582;Infiniti;Mokka_X;2011;26872;C;185795;1
GBY-859;Subaru;Giulia;2013;230256;B;40118;0
ZZO-492;Volkswagen;Venga;2011;295799;A;57447;1
IJM-179;Bentley;Q2;2017;55196;A;55606;1
ELY-240;Bentley;Trafic;2010;192297;C;33952;0
WXW-583;Renault;Tourneo_Connect;2007;91584;C;53894;0
OOM-053;Jeep;Crossland_X;2006;57749;B;122136;0
XJX-292;Infiniti;Transporter_Shuttle;2005;150639;C;93258;1
PRI-014;Koenigsegg;Twingo;2016;165270;C;164839;1
ZOU-078;Mazda;Insignia_Country_Tourer;2019;63179;A;152316;0
FOP-635;Volkswagen;508;2018;114979;A;22088;0
XDZ-519;BMW;Micra;2015;70313;C;145007;1
UQA-945;Subaru;Passat;2011;113709;A;173426;0
FSJ-085;Ferrari;Kadjar;2013;59356;A;158326;1
DBP-270;Subaru;Alhambra;2009;168891;A;43676;0
NTD-108;Aston_Martin;Yaris;2014;279001;A;88295;1
JCR-438;Infiniti;Grand_Tourneo_Connect;2016;166426;C;95776;1
BMJ-653;Volkswagen;X1;2008;272399;A;115838;1
NYW-005;Toyota;Mazda6;2006;295043;C;90448;0
RFI-224;Renault;X1;2010;5429;B;180534;1
NRK-614;Mazda;Kodiaq;2007;160204;A;18820;0
FZN-487;Subaru;CX-5;2018;78061;A;171427;1
CVR-582;Jeep;Venga;2017;79808;C;85303;0
TCX-414;Maserati;Baleno;2013;70837;C;195363;1
ZBV-577;Toyota;ADAM;2014;68993;B;49300;0
WZN-349;_General_Motors;Micra;2018;123131;B;144536;1
DVZ-436;Jeep;2008_SUV;2014;155544;B;130578;0
TRF-367;Aston_Martin;Micra;2018;168466;A;51199;1
AUC-819;Ferrari;2008_SUV;2014;70469;A;179373;1
DRZ-850;Aston_Martin;Mirage;2007;281791;C;173739;0
AST-275;Renault;Tucson;2015;14985;A;148545;0
HVH-440;Subaru;Sandero;2013;295240;B;174567;1
AAO-384;Toyota;Karoq;2015;100722;B;141374;1
HYO-398;Volkswagen;Sandero_Stepway;2017;197044;C;126519;1
VUN-173;_General_Motors;Astra;2015;15150;A;19809;0
NXY-526;_Peugeot;208;2009;216365;C;25718;0
UXZ-459;Suzuki;Outlander;2006;240299;A;84240;0
JMJ-872;Jeep;308;2008;168446;B;85097;0
TEP-578;Ferrari;Alhambra;2012;257481;C;127135;0
XMI-799;_Peugeot;PROACE_Verso;2006;97130;C;59033;1
FCV-760;Jeep;A3;2005;289884;A;129093;1
PJX-659;Mazda;2008_SUV;2013;147385;A;150789;0
RTU-163;Bentley;Outlander;2017;75475;C;177164;1
ICM-926;_Kia;108;2018;63117;B;180712;0
YUA-122;BMW;500L;2015;177329;A;191480;0
ULA-144;Volkswagen;3008_SUV;2018;272682;C;29394;0
GPJ-893;Lexus;IONIQ;2012;70073;C;92553;1
OYY-027;_General_Motors;Celerio;2005;32112;C;161239;0
PSK-750;Ferrari;Insignia_Grand_Sport;2006;151320;A;162783;0
AOU-644;_Kia;3_Series;2010;110734;A;155129;0
GDW-068;Subaru;Combo_Life;2013;275029;C;107025;0
DOS-178;Bentley;A-Class;2014;265431;A;60152;0
OUA-495;Jeep;Grand_Scenic;2011;15401;B;173277;1
AFT-363;_Kia;Tucson;2012;32973;A;190586;0
STX-080;Lexus;A1;2008;273030;C;155817;0
EFO-853;Jeep;C5_Aircross;2017;101440;B;15577;1
NYF-426;Ferrari;Ignis;2010;238123;A;104358;0
ABD-381;Lexus;IONIQ;2011;103881;A;175235;1
XWW-003;Bentley;up!;2005;217807;A;134055;1
WQA-435;Suzuki;Carens;2005;95006;B;46062;0
SIG-517;Dodge;SpaceTourer;2010;14055;A;107425;1
GCA-589;Renault;Traveller;2013;210805;A;159956;1
GVY-108;Aston_Martin;Tiguan_Allspace;2008;224998;A;190524;0
YGV-220;Koenigsegg;508;2016;249619;B;142188;1
QST-853;Volkswagen;Q2;2005;185929;A;186926;0
MLY-412;Ferrari;Juke;2006;92334;B;85105;1
KFM-041;Infiniti;X1;2006;71992;B;39359;1
SRD-947;Suzuki;Jazz;2016;162956;B;185465;0
SGV-610;Tata_Motors;Venga;2005;132634;C;50057;0
BZG-631;Suzuki;Grand_Tourneo_Connect;2005;11485;A;179624;1
QNA-560;Renault;CX-3;2007;251530;A;157143;0
ZZJ-512;Suzuki;Optima;2014;41122;B;157024;1
FSZ-601;Dodge;Vito;2008;115347;C;55637;1
KNU-912;Renault;Tarraco;2015;133441;A;123673;0
VYT-655;BMW;Rifter;2007;50789;A;147907;0
UCE-074;Subaru;Polo;2011;44329;A;173578;1
KWR-777;Maserati;T-ROC;2014;276025;C;24622;1
VTO-215;Suzuki;Viva;2007;249593;A;27310;1
ZEG-584;Jeep;A1;2008;267721;A;103556;0
WWC-506;Lexus;CR-V;2011;202744;A;73181;1
RBV-979;Mazda;forfour;2010;19511;A;74796;1
MVN-618;Tata_Motors;SpaceTourer;2008;295647;A;172697;1
QAB-273;Toyota;500C;2018;266377;A;57192;1
ZGY-403;_Kia;2008_SUV;2009;156280;A;123265;0
YON-211;Ferrari;C4_SpaceTourer;2008;18024;B;57116;1
ATM-411;Dodge;3_Series;2013;22033;B;167343;0
IPI-392;BMW;5008_SUV;2011;266481;A;26853;1
WJN-869;BMW;Megane;2013;61566;A;168467;0
HQB-977;Toyota;B-Class;2016;121751;C;91213;1
OHE-693;_General_Motors;Soul;2014;55372;A;190888;1
ZBK-620;_Kia;SpaceTourer;2016;61494;C;187160;0
DTM-026;Maserati;3_Series;2015;128847;A;85734;0
PPJ-175;Jeep;Venga;2015;190322;A;72562;0
USF-705;_General_Motors;Auris;2012;22743;C;172917;0
XUH-087;Aston_Martin;Corsa;2014;284429;B;151372;0
ZZS-133;Jeep;Civic;2007;132062;A;159226;1
LJD-475;Jeep;Twingo;2012;113896;A;93806;1
PEJ-857;Maserati;Vito;2007;156517;A;139307;1
IMC-088;_General_Motors;Celerio;2018;102146;B;46361;1
KXX-296;Jeep;Prius;2010;235364;C;172485;0
AFV-528;Jeep;C3;2018;68618;B;22739;0
HTW-725;Maserati;208;2006;260492;C;154613;0
ZET-312;Ferrari;Tipo;2012;143911;B;142988;1
QFU-156;Maserati;C-HR;2012;1811;B;85410;1
PBK-073;Jeep;Baleno;2011;260200;B;179458;1
NGS-156;Jeep;Viva;2007;67085;C;137989;0
LQF-300;Subaru;Ignis;2013;67430;C;59383;0
XOJ-743;Dodge;Civic;2008;210996;C;168505;0
PSL-787;Toyota;108;2011;6357;B;60161;1
LQF-274;Subaru;Clio;2015;239333;B;15146;1
SSD-998;Subaru;308_SW;2016;165145;C;34658;0
JZQ-544;Volkswagen;Logan_MCV;2007;172352;B;131909;0
GZO-152;Bentley;Tarraco;2017;187887;C;195122;0
RFP-725;Suzuki;Civic;2015;286444;A;113839;1
GKZ-705;_Peugeot;Karoq;2009;294503;B;110505;0
OXO-811;Bentley;Micra;2010;235398;C;116722;1
DHB-601;Ferrari;3_Series;2014;262592;B;18307;1
RMN-853;Subaru;up!;2009;109164;B;45390;0
MSQ-466;Dodge;S-Cross;2018;161990;B;88218;0
VKT-065;Aston_Martin;Kuga;2015;94152;A;126112;1
HNN-503;Renault;Grandland_X;2013;140336;B;166172;1
NNC-252;_Kia;508;2018;249697;A;49758;0
LTS-412;_General_Motors;up!;2012;214648;C;168622;1
JCA-060;Ferrari;500L;2006;198997;C;23700;0
ULZ-249;Volkswagen;SpaceTourer;2018;202971;B;48100;1
MLO-368;Renault;Viva;2005;99922;B;86627;0
IPT-468;Tata_Motors;Golf_SV;2017;4838;A;147413;1
DMN-458;Ferrari;Sandero;2011;156705;A;191743;1
JAC-950;Aston_Martin;Caddy_Maxi;2010;215372;A;31014;0
DCJ-877;Koenigsegg;Twingo;2006;187190;A;95038;1
WUP-282;Jeep;Karoq;2017;147497;A;33407;1
OIE-920;Renault;2008_SUV;2013;237910;B;166588;1
GKT-665;Toyota;Mirage;2018;261854;A;190639;0
NWD-431;_General_Motors;Zoe;2019;30396;B;34061;1
SAT-229;Maserati;C3_Aircross;2017;258138;A;147201;0
DHQ-809;Tata_Motors;Tucson;2012;171252;A;153925;1
AZN-212;Bentley;Corsa;2017;275196;B;161933;0
PTZ-994;Lexus;Combo_Life;2019;73639;B;166992;0
PYK-196;Ferrari;208;2017;184849;A;52735;0
MZG-026;Infiniti;X2;2011;149466;C;151315;0
BCU-873;Bentley;3_Series;2018;98545;C;181173;0
POP-478;Infiniti;S-Cross;2009;85668;A;16586;0
MCU-266;Ferrari;308_SW;2009;206033;C;114286;0
NKQ-669;_Peugeot;Giulia;2007;17631;C;100508;0
INR-436;BMW;Civic;2012;229432;B;82201;0
FLV-990;Infiniti;Ateca;2018;144388;C;153839;0
UPJ-508;_General_Motors;1_Series;2015;44636;C;36343;1
GDO-387;Koenigsegg;Superb;2016;76377;C;52045;1
KVR-528;Ferrari;Ibiza;2019;111660;B;39335;0
GJU-916;_Kia;108;2019;176681;A;67784;0
CGY-638;Tata_Motors;Grandland_X;2014;131635;B;28917;1
NMD-402;Dodge;Logan_MCV_Stepway;2014;67248;A;64643;0
PVY-191;Volkswagen;Eclipse_Cross;2019;94308;B;189435;1
XCX-875;Koenigsegg;Optima;2010;292277;A;163844;1
GOS-260;BMW;C3_Aircross;2018;193499;A;65748;1
DNG-536;Ferrari;Optima;2008;71518;B;116869;1
ADH-004;BMW;2_Series;2017;43111;C;150624;1
LAC-939;Toyota;Venga;2011;269929;A;28197;1
BUO-166;Dodge;SpaceTourer;2015;88916;C;102925;0
JEQ-789;_General_Motors;i800;2012;188174;B;123600;1
JKC-338;_General_Motors;Tarraco;2009;126451;B;195191;0
KLU-934;BMW;Panda;2011;136154;A;80701;0
ZEY-583;Infiniti;XC40;2005;58996;A;55418;0
RGX-164;Mazda;ZS;2014;35836;A;149758;0
EQQ-741;Lexus;Caddy_Maxi;2006;44722;A;99125;1
MBU-185;Toyota;Niro;2013;194772;B;48832;1
SDB-538;Bentley;Sandero_Stepway;2011;241730;B;179018;1
SEI-182;Toyota;X2;2007;18864;A;173845;1
XXN-544;_General_Motors;Megane;2011;135814;A;15832;1
YIB-004;Toyota;Arona;2006;59504;A;90171;0
WPU-655;Bentley;Leon;2018;196934;A;100186;0
PEQ-598;Koenigsegg;Octavia;2014;29385;A;48754;0
KLJ-910;Toyota;108;2005;28463;A;136499;1
GKV-912;_Kia;3008_SUV;2008;122379;C;30922;0
FGT-337;Subaru;Doblo;2009;83450;A;101319;1
LTK-350;Aston_Martin;Focus;2005;212012;C;122365;1
NUS-603;Lexus;Compass;2009;67226;A;154624;1
VAV-201;Aston_Martin;Tourneo_Courier;2013;234196;B;142964;0
DDD-036;_General_Motors;Qashqai;2009;55825;B;128917;1
KON-965;Toyota;Outlander;2013;59988;B;20429;1
WQG-942;BMW;C-Class;2013;285317;C;107205;0
QQM-716;Renault;X1;2008;223792;C;36939;0
TBX-810;Volkswagen;CR-V;2017;119248;A;132165;1
PDK-429;Aston_Martin;Sandero;2005;171016;B;124237;1
OTA-293;Koenigsegg;Clio;2016;59568;C;95090;1
YYE-070;Renault;595;2018;17365;C;18877;0
HBI-732;_Peugeot;C5_Aircross;2008;293471;C;159426;0
TNB-177;Koenigsegg;3_Series;2017;245019;A;100574;1
MEC-989;Koenigsegg;Insignia_Country_Tourer;2012;89262;B;84983;0
DCR-414;Suzuki;SpaceTourer;2017;104115;B;192854;0
ZIH-728;_Kia;Rifter;2011;40979;C;120141;0
TRY-969;BMW;Logan_MCV;2011;40078;C;126455;1
HWM-251;Lexus;Yaris;2006;281075;C;70619;0
NSW-389;_General_Motors;forfour;2005;109419;C;177181;0
DOT-245;Koenigsegg;C1;2007;93661;C;44643;1
TGY-624;_Kia;Grand_Tourneo_Connect;2008;152312;C;91151;1
ZSW-968;_Kia;Clio;2005;256393;A;130585;1
XTW-358;Mazda;i10;2019;102337;A;81643;1
EFH-222;Mazda;C4_Cactus;2017;114200;C;173720;1
IDC-518;Koenigsegg;Giulietta;2014;94605;A;89383;1
ODN-820;_Kia;500C;2007;136425;C;57443;1
HMF-057;Tata_Motors;Logan_MCV;2010;252333;A;62839;0
FTZ-300;Koenigsegg;Tipo;2011;31640;B;50825;1
YUU-543;Toyota;Qubo;2007;177985;B;115165;0
KAN-019;Aston_Martin;Kuga;2017;135689;C;76332;0
ADC-297;Aston_Martin;X1;2010;104282;C;74801;0
UMJ-534;Renault;5008_SUV;2009;58093;A;104701;0
NSU-509;Aston_Martin;Astra;2008;45904;A;176871;0
LPJ-830;Volkswagen;Auris;2014;269531;B;152738;0
OVY-407;Toyota;Combo_Life;2007;109758;A;146399;0
JCI-175;Mazda;Passat;2010;293903;A;56815;0
STB-555;Aston_Martin;2_Series;2011;289302;A;70223;1
CNX-502;Suzuki;A3;2011;28831;A;99577;1
CUM-544;Renault;Carens;2018;35585;C;88176;1
DCM-510;_General_Motors;PROACE_Verso;2016;47077;A;98575;1
BIP-862;Maserati;308;2007;61833;A;50403;0
DZQ-202;Aston_Martin;Carens;2012;89493;B;161800;0
UIS-533;Koenigsegg;C5_Aircross;2019;256440;B;148935;0
KIL-315;Lexus;Rio;2011;109229;B;71361;0
PNX-657;_Kia;X2;2012;190978;C;62840;0
EEU-333;Koenigsegg;Civic;2017;242062;C;37791;0
VAM-298;Lexus;A1;2007;127845;B;122598;0
KQY-062;Koenigsegg;CX-3;2016;32817;B;63680;1
BYN-433;Toyota;Celerio;2005;208367;B;90514;1
CCM-672;_Peugeot;Doblo;2013;9011;B;196662;0
LDZ-730;Subaru;Focus;2006;54273;B;80316;1
CHQ-329;Jeep;Superb;2008;110917;B;112948;1
OTN-418;Aston_Martin;Tourneo_Courier;2007;194590;B;45256;0
LOP-058;_General_Motors;Caddy;2008;9445;A;33906;0
MGE-463;Toyota;Juke;2010;237606;B;45342;1
EUI-715;BMW;Grand_C-MAX;2005;149290;B;29410;1
TKI-087;_General_Motors;IONIQ;2016;125238;A;35554;1
RMX-099;BMW;500C;2006;41471;A;172945;0
RUQ-074;Bentley;B-Class;2012;135684;B;183143;1
DHJ-297;Lexus;C5_Aircross;2015;254493;C;174684;1
MKG-459;Toyota;CLA;2008;150922;C;178367;0
EQV-782;Volkswagen;Sandero;2006;299979;B;125045;0
UCW-031;Tata_Motors;Rifter;2006;272730;A;119282;0
QSE-435;Aston_Martin;Kuga;2012;205272;B;142426;0
DYK-729;Renault;208;2015;169512;A;47431;1
JMK-736;BMW;B-Class;2018;207595;B;95121;0
QER-984;Subaru;A-Class;2005;282355;B;67543;1
PXY-921;Maserati;Baleno;2007;243011;C;58640;1
ZKN-157;Renault;Niro;2018;33863;C;70588;1
MFZ-328;BMW;Swift;2016;82549;A;180912;0
NEA-459;Dodge;Juke;2013;197933;C;160814;1
AZU-975;_Kia;C4_Cactus;2008;146956;A;154103;1
VUT-927;Aston_Martin;C-MAX;2018;245772;B;158597;1
JNA-306;Aston_Martin;i20;2012;121208;C;18036;1
UNH-208;Mazda;PROACE_Verso;2006;65073;B;112224;1
GRQ-729;Bentley;Trafic;2014;26990;B;181427;1
IEW-112;Toyota;Ibiza;2006;1901;C;97966;1
ZDR-198;Toyota;Citigo;2010;128023;B;73434;1
WNN-267;Volkswagen;S-MAX;2011;114946;A;39033;1
DPS-369;_Kia;Eclipse_Cross;2005;296698;A;64245;0
LXA-975;Subaru;Corsa;2006;203447;C;135283;1
DYO-724;_Peugeot;Optima;2017;142145;A;54676;0
CZH-750;BMW;ix20;2007;155213;C;136776;0
MRY-515;Aston_Martin;PROACE_Verso;2009;80464;C;21028;0
YTG-010;Renault;C-HR;2014;235768;C;180542;1
PIB-508;Aston_Martin;DS_3;2016;20456;A;77661;1
PCU-012;Koenigsegg;Kuga;2005;118808;B;36157;1
JKW-659;Mazda;Sportage;2018;173876;A;71034;0
TEF-024;Jeep;Civic;2009;10255;B;126989;0
NUD-894;Jeep;Mokka_X;2012;215768;A;60186;0
KHI-894;Volkswagen;Celerio;2019;128829;B;155212;0
DPG-297;Infiniti;Superb;2009;259157;B;124880;0
SBV-075;Aston_Martin;i800;2005;253683;A;84959;1
NUK-554;BMW;ADAM;2019;18929;C;23901;0
UOV-897;_General_Motors;Grand_Scenic;2013;228775;A;144202;1
TNM-754;Suzuki;Mazda2;2008;76890;A;197244;0
PVG-565;Maserati;Tiguan_Allspace;2010;298771;C;67222;1
UYX-108;Toyota;Mazda6;2011;279612;B;102139;1
DPB-955;Mazda;S-Cross;2012;225890;A;65780;1
BSP-262;Mazda;Civic;2019;225794;C;94201;1
AFP-925;Volkswagen;Galaxy;2017;92246;A;143333;1
TPB-526;Koenigsegg;Grand_Tourneo_Connect;2015;9002;A;161122;1
QIV-622;Aston_Martin;Sportage;2008;95361;C;147905;0
KIX-997;_General_Motors;Berlingo;2014;53273;A;147685;1
QXA-154;Lexus;Grand_Tourneo_Connect;2005;2620;A;45481;1
EMC-968;Ferrari;Polo;2008;147664;C;52053;0
NQV-944;Bentley;XC40;2016;199123;A;127005;1
ITQ-431;Aston_Martin;Venga;2013;248527;A;129576;0
RIO-080;Lexus;C5_Aircross;2009;69445;A;168355;1
NTJ-056;Tata_Motors;Qubo;2010;21312;C;31586;0
OYM-531;Renault;DS_3;2006;274504;A;123902;1
